"Eccentricity"	"Invaginations"	"Circularity"	"Solidity"	"MNC"	"STD_Curvature"	"Tortuosity"	"Minor_Axis_Length"	"Mean_Curvature"	"Major_Axis_Length"	"Perimeter"	"Area"	"BPintensity.gamma"	"meanIntensity.gamma"	"stdIntensity.gamma"	"BPintensity.progerin"	"meanIntensity.progerin"	"stdIntensity.progerin"	"BPintensity.lamin"	"meanIntensity.lamin"	"stdIntensity.lamin"
0.636731	0	1.03215	0.97861	0	0.0454461	7.5226e-05	12.3151	-0.0584599	15.9711	45.176	153.997	90.9695	95.2787	40.8577	111.569	109.24	15.6369	254.133	238.792	67.3209
0.492841	1	1.05335	0.959759	0.00319641	0.0767964	0.000308226	15.0185	-0.050289	17.2603	52.6214	199.939	137.078	135.864	46.2277	189.391	199.314	82.9378	220.486	229.31	80.6276
0.786596	2	1.14441	0.905612	0.0129276	0.111637	0.000515818	11.1	-0.0545362	17.9766	49.2581	150.48	27.5714	26.7549	31.5988	110.869	122.423	41.5569	262.982	258.834	73.4593
0.615337	2	1.09868	0.925043	0.0129497	0.111235	0.000536188	15.3984	-0.0451821	19.5345	58.2963	227.702	18.2252	22.0663	23.1988	189.572	187.812	45.3341	235.583	227.442	64.303
0.472684	0	1.03906	0.969543	0	0.0561743	0.000181119	16.5103	-0.0465684	18.7355	56.8815	240.065	13.5059	13.7801	14.6879	158.349	154.36	29.2138	229.504	233.084	70.3057
0.770886	0	1.07767	0.957871	0	0.0662045	0.000140368	12.174	-0.0522473	19.1123	50.5939	180.798	82.9389	73	60.2934	192.047	187.148	49.5853	202.943	193.639	61.8809
0.644577	0	1.02984	0.97594	0	0.0381368	5.62769e-05	16.2903	-0.0439055	21.3073	60.0281	272.722	46.758	46.5778	35.4576	63.1965	59.6287	12.3146	148.005	142.109	42.0304
0.522398	1	1.05185	0.9501	0.0019416	0.0670071	0.000248216	14.836	-0.0509931	17.3989	52.1784	196.954	9.63733	11.1218	5.91998	121.668	120.137	24.913	139.85	137.943	42.4371
0.617817	0	1.04625	0.975482	0	0.0554961	0.000146262	15.3259	-0.047161	19.4907	56.252	233.256	60.023	59.8223	26.8832	135.331	133.194	33.5575	216.807	208.883	55.2819
0.820608	1	1.11082	0.945833	0.00266233	0.074027	0.000119953	11.8748	-0.0496677	20.7786	53.3365	190.473	10.309	10.8084	11.2468	96.6967	92.6498	19.9545	168.793	166.976	46.9461
0.705177	2	1.1186	0.928437	0.00702256	0.104052	0.000611166	13.9095	-0.0475562	19.6177	56.0275	203.135	29.9346	32.073	12.807	56.5669	55.7485	13.7846	100.828	96.9067	26.1629
0.723593	1	1.05923	0.962963	3.46941e-05	0.0640384	0.000156892	12.8093	-0.0525827	18.5581	50.1368	182.007	51.7752	51.1493	28.8581	105.881	106.242	20.286	167.262	162.326	47.9574
0.783783	1	1.10601	0.949045	3.76109e-05	0.0700071	0.000198349	12.203	-0.0513439	19.6495	52.7075	187.722	32.4109	27.4474	37.3811	157.698	158.094	39.5042	251.933	245.949	61.0827
0.653831	0	1.03573	0.970944	0	0.0489858	0.000118708	12.748	-0.0559577	16.8482	47.2226	166.983	31.5448	28.3865	24.3021	161.787	169.524	55.9588	160.38	161.282	52.2441
0.569843	2	1.09656	0.936877	0.014982	0.115397	0.00109448	15.8547	-0.0446648	19.2937	59.7443	235.415	78.321	77.445	55.9711	148.661	149.106	44.2314	215.652	200.177	60.4289
0.504593	0	1.02899	0.965517	0	0.0478982	9.94545e-05	15.7161	-0.0486881	18.2034	54.243	222.565	50.7225	52.3252	23.4746	112.135	116.128	34.0835	190.844	187.412	54.0014
0.849327	2	1.24778	0.881376	0.0278651	0.135663	0.000527552	15.265	-0.0336883	28.9183	78.2307	311.008	22.6244	24.8896	14.0084	58.6353	55.4078	14.2066	100.701	99.0135	26.07
0.752215	0	1.05982	0.977778	0	0.0602798	0.000139439	11.8135	-0.0550627	17.9287	47.8914	166.314	18.1389	18.6818	17.9079	115.56	121.21	35.8194	145.95	148.275	44.5511
0.729824	0	1.05358	0.957547	0	0.0558361	0.000105197	12.1981	-0.055155	17.843	47.9072	167.83	15.1181	15.8079	10.2876	76.6117	76.5911	21.8476	76.2922	79.3276	22.8577
0.747407	1	1.0735	0.972816	0.000708088	0.071464	0.000176361	13.4032	-0.0484721	20.1744	54.5184	210.214	15.3775	20.1577	30.5016	160.175	172.439	58.9953	182.418	193.367	56.2824
0.770243	0	1.08045	0.955729	0	0.0690456	0.000207424	11.2276	-0.0566704	17.605	46.8517	154.173	5.92851	6.35967	3.37077	68.3596	69.3215	21.5703	105.855	105.926	31.6473
0.688958	1	1.10468	0.932203	0.0139343	0.104215	0.000593516	14.0409	-0.0475433	19.3721	56.2484	206.621	24.6846	26.5212	11.1765	209.404	207.416	66.9785	149.766	152.828	37.8926
0.857794	0	1.12474	0.956679	0	0.0882718	0.000167483	8.54335	-0.0644052	16.6215	41.0007	112.237	21.1665	20.7057	7.85403	149.45	153.57	44.6019	187.494	178.302	57.6921
0.546906	0	1.02311	0.977273	0	0.0405825	9.46159e-05	15.825	-0.0476322	18.9024	55.3532	234.14	46.6696	49.4964	27.1324	121.503	126.577	28.3038	208.287	205.219	55.3165
0.753158	2	1.09312	0.935875	0.0104524	0.0933996	0.000296713	13.9737	-0.0457077	21.2418	57.5951	224.497	60.3959	67.2593	41.93	167.28	182.73	66.5146	324.123	331.976	91.5899
0.711873	2	1.08704	0.959872	0.00406276	0.0829974	0.000408132	15.067	-0.0438302	21.4536	60.7959	254.207	155.192	164.059	71.7772	220.938	236.017	74.9764	347.768	328.96	73.1892
0.623017	1	1.0832	0.927419	0.0118269	0.0993801	0.000454251	14.0836	-0.0497846	18.0049	53.2144	192.987	19.4052	25.5109	36.4486	212.49	210	37.6196	274.288	258.109	93.6951
0.681555	2	1.05469	0.957511	0.00119905	0.0605608	0.000177455	15.7325	-0.0438548	21.4993	60.4884	265.189	107.088	125.119	76.9466	238.087	262.563	80.1598	376.439	363.084	91.3681
0.688109	2	1.06401	0.960396	0.000991735	0.0573605	0.000186707	15.0456	-0.0455451	20.7352	58.636	244.178	17.2382	17.7045	7.94789	323.274	334.637	104.434	204.559	198.823	61.3857
0.699747	0	1.04699	0.974895	0	0.0506088	8.87098e-05	13.3441	-0.0513662	18.679	51.4711	195.633	21.2302	22.2275	18.45	236.363	225.813	41.5385	293.317	282.979	77.909
0.506387	2	1.095	0.966102	0.00487531	0.0795118	0.000498355	16.3008	-0.0462839	18.9037	59.3895	236.98	22.2964	40.2965	73.7596	176.78	183.754	47.5901	204.249	201.475	49.8739
0.665498	1	1.0915	0.938865	0.00272414	0.0894426	0.000262936	13.387	-0.0515074	17.9354	51.314	179.715	138.752	133.184	65.9622	205.652	229.756	96.9091	393.567	406.13	157.05
0.588687	1	1.0736	0.93662	0.00808998	0.0927989	0.000434373	13.3128	-0.0539189	16.4688	49.161	167.36	37.4838	37.8647	15.3466	193.862	214.258	80.7221	294.287	286.356	80.4445
0.675927	0	1.06451	0.947368	0	0.0634819	0.000262515	10.7168	-0.0643545	14.5417	41.5113	122.664	26.9838	27.0521	22.544	194.976	196.632	49.3078	235.837	231.035	72.3056
0.70559	0	1.06215	0.965318	0	0.0598332	0.000191695	11.2803	-0.0601025	15.9187	44.3095	141.771	25.1821	27.6198	12.6928	207.473	210.428	54.7553	283.492	281.536	77.2091
0.589183	1	1.03938	0.967532	0.000760989	0.0567179	0.000196257	13.9296	-0.0523986	17.2396	50.5463	189.036	128.679	125.53	47.1387	188.997	200.251	75.4673	349.031	333.732	127.651
0.665232	0	1.06911	0.955923	0	0.0751008	0.000344169	11.8512	-0.0586657	15.8728	45.248	145.29	28.5736	27.1124	12.5383	170.828	170.836	42.4642	235.124	235.755	87.4546
0.340671	1	1.03838	0.952261	0.000148358	0.0639184	0.000192807	13.9496	-0.0571616	14.8371	46.1929	158.578	138.281	140.992	63.8263	155.237	164.636	42.0946	274.128	253.633	80.8602
0.797983	1	1.12849	0.942263	0.0046367	0.091864	0.000334473	11.5635	-0.052174	19.1868	51.2519	171.58	29.9193	29.7206	31.3023	232.916	232.132	74.5315	347.06	346.569	74.4164
0.845039	4	1.33584	0.866109	0.0734879	0.216596	0.00862733	16.1982	-0.0156215	30.2936	91.1725	347.983	103.236	106.045	88.6412	198.792	217.048	88.5621	218.269	229.924	66.6435
0.738284	0	1.04942	0.979167	0	0.0563834	9.44786e-05	10.9037	-0.0612905	16.1658	42.9939	136.385	91.6234	90.4012	44.2527	254.79	285.368	98.7253	274.076	272.128	80.3006
0.212652	0	1.00989	0.975862	0	0.0283481	6.55369e-05	17.1741	-0.0479502	17.5762	54.8867	235.269	154.313	162.947	78.563	214.041	224.931	72.0556	360.746	337	100.382
0.831265	1	1.15429	0.921002	0.0179535	0.119576	0.000505955	12.1952	-0.04594	21.9388	57.2727	198.87	108.597	110.207	54.0137	217.334	227.657	71.0114	301.216	294.414	82.0534
0.758416	1	1.09487	0.954092	0.00417735	0.07686	0.000205277	13.0148	-0.0495521	19.9684	54.0264	198.32	40.982	41.9456	16.4776	205.904	221.559	62.3537	188.751	187.169	58.7266
0.591391	0	1.03049	0.98263	0	0.0461062	0.000124899	13.0693	-0.0563667	16.2073	46.9029	166.082	89.8707	90.7626	72.3752	112.935	111.457	15.4063	201.999	195.025	50.5426
0.487841	2	1.09945	0.967347	0.00208425	0.0641982	0.000603249	14.9144	-0.0496846	17.0854	54.4236	196.37	41.8733	43.3101	22.167	231.339	249.517	92.4939	259.551	266.825	91.299
0.675022	0	1.04433	0.965333	0	0.0531111	0.000110019	11.9709	-0.0584491	16.2252	45.2007	151.312	346.162	333.63	170.887	255.102	252.163	76.8298	365.07	340.945	108.293
0.62277	2	1.08043	0.947653	0.0052413	0.0881271	0.000519629	14.9383	-0.0470275	19.0927	56.5759	220.461	49.7636	50.7943	22.2428	137.968	147.375	41.0152	318.656	296.198	84.8918
0.844205	0	1.1279	0.954545	0	0.081384	0.000196618	10.4304	-0.0543991	19.459	48.6875	157.162	26.5257	24.9418	33.266	193.083	193.286	50.0059	312.239	303.011	88.1813
0.402576	0	1.01349	0.952229	0	0.0328524	5.21588e-05	12.1269	-0.065671	13.2479	40.0851	124.863	41.6251	42.5418	43.613	148.562	155.923	42.1915	216.641	202.378	64.1361
0.44058	1	1.04886	0.974592	0.000451065	0.0665314	0.00019875	16.2124	-0.0477172	18.0596	55.4275	224.469	31.5512	43.1248	52.6534	247.428	261.279	116.544	343.284	344.08	104.551
0.681968	1	1.06404	0.956522	0.00579726	0.0746382	0.000272477	15.0265	-0.0454482	20.5454	58.1363	240.156	9.20841	9.8549	3.85938	219.737	227.638	55.3856	283.749	288.675	86.0748
0.635001	1	1.04207	0.972868	0.00101584	0.063334	0.000188165	14.4253	-0.0492371	18.6732	53.5094	211.782	10.7248	10.3625	4.66011	180.018	208.072	69.9415	264.129	263.992	83.8413
0.507656	2	1.09814	0.946429	0.00159993	0.100131	0.000446714	12.455	-0.0599758	14.4564	44.341	132.689	17.1652	17.5849	8.61208	183.57	194.714	71.1164	208.033	213.541	69.2136
0.781245	2	1.07478	0.965066	0.000113945	0.0595235	0.0001043	14.8849	-0.0421924	23.8455	62.6069	277.984	20.1685	22.0799	11.6966	256.676	280.671	102.14	192.351	198.825	59.744
0.761623	3	1.11799	0.928177	0.00660652	0.088717	0.000558219	13.3326	-0.0468075	20.5743	57.104	212.35	16.6242	16.744	8.42815	234.957	245.181	64.8005	189.735	187.698	53.5782
0.64617	1	1.09026	0.926421	0.0150188	0.107385	0.000462108	15.2929	-0.0447088	20.038	59.0414	233.184	172.655	168.554	98.346	231.883	250.374	93.5331	288.473	269.217	69.1999
0.471234	0	1.02739	0.966887	0	0.0424016	0.000114131	16.615	-0.0465038	18.8377	56.9954	245.894	20.4995	18.9538	9.60576	201.559	217.11	67.205	214.013	211.426	55.3378
0.526586	2	1.06584	0.949772	0.00587344	0.0805446	0.000354628	16.9339	-0.0439289	19.9194	60.8167	260.669	8.50888	8.69551	4.36684	122.427	123.659	32.3528	278.253	260.216	91.7238
0.538898	1	1.06248	0.951654	0.00140834	0.0781493	0.000356844	13.1032	-0.0567889	15.5551	46.8014	155.914	22.615	27.1872	42.9595	138.241	147.631	41.3335	267.137	255.904	87.566
0.794891	1	1.08865	0.965739	7.62011e-05	0.0718617	0.00015744	12.1512	-0.0506712	20.0266	52.0916	188.468	35.7626	31.7517	45.5899	281.694	293.636	122.792	238.988	245.253	93.35
0.795077	2	1.18821	0.870741	0.0293955	0.13173	0.000528291	17.4548	-0.0321407	28.7792	81.1971	365.772	30.6667	27.5581	30.1892	193.512	212.216	93.3634	226.074	240.688	98.2089
0.676218	0	1.02691	0.977143	0	0.0368285	2.80013e-05	14.2003	-0.0495889	19.2755	52.9639	214.252	90.2026	95.7505	42.798	98.6573	105.431	25.0403	275.257	266.643	78.0276
0.838032	0	1.11317	0.960245	0	0.079524	0.000128607	9.59142	-0.0597165	17.5789	44.2803	132.772	14.4983	14.1624	7.45224	190.15	198.589	72.7535	240.492	248.994	84.841
0.579958	2	1.04367	0.954338	0.00483054	0.0681475	0.000229612	16.6057	-0.0441948	20.384	59.6753	260.772	12.3335	11.5375	5.38307	116.8	119.322	26.366	280.49	270.788	85.9372
0.549732	0	1.04177	0.98503	0	0.0547861	0.000177757	17.1886	-0.0436859	20.5767	60.7077	273.216	8.4579	8.82979	3.67784	118.507	131.746	32.868	306.431	306.842	86.8206
0.509197	0	1.03875	0.973621	0	0.0497548	0.000117848	13.7447	-0.0557031	15.9702	47.7974	169.854	30.0011	33.17	29.0095	143.388	159.308	53.4927	308.91	302.397	72.0691
0.735429	1	1.06097	0.963178	0.000277119	0.0571287	0.00011416	13.4601	-0.0494178	19.8643	53.6376	207.607	12.1555	12.666	8.61012	145.835	152.135	28.0442	249.239	243.171	68.1775
0.56984	1	1.05331	0.956757	0.000267806	0.0562153	0.000222287	15.3197	-0.0483561	18.6427	55.271	221.192	9.15389	11.3296	15.9235	151.965	159.394	49.3909	269.062	268.348	87.7789
0.778148	2	1.08882	0.951899	0.00404456	0.0807183	0.000233661	11.3605	-0.0549731	18.0876	48.2162	159.716	14.9885	16.0372	6.94425	184.814	204.96	74.5045	191.421	197.785	74.0365
0.814067	1	1.08848	0.954762	0.000622697	0.069187	0.000125972	11.1885	-0.0535593	19.265	49.3774	168.977	12.1416	12.1621	6.66154	151.23	162.603	43.5813	229.65	229.2	69.4754
0.558541	0	1.04811	0.963218	0	0.0480008	0.000127758	13.6732	-0.0546488	16.4841	49.0231	176.241	40.4627	45.1814	49.2652	178.645	182.914	42.4668	243.4	244.403	57.3681
0.752599	3	1.1127	0.933333	0.00561857	0.0925917	0.000463601	13.8105	-0.0458412	20.9734	58.0834	223.579	22.0683	26.1015	34.5728	135.331	131.919	36.5054	151.844	155.098	51.7715
0.68066	0	1.04186	0.975369	0	0.0549225	9.73797e-05	12.4725	-0.0555926	17.0249	47.3701	166.92	70.1396	76.9621	55.7299	183.434	212.856	82.447	246.865	252.356	75.2828
0.588356	1	1.05066	0.967742	0.000755602	0.0637973	0.000202194	16.5985	-0.0439569	20.5274	60.0747	263.885	9.6991	9.62698	6.10524	173.571	169.816	36.9875	256.256	255.202	78.6542
0.554405	1	1.04081	0.970402	0.000603535	0.0576895	0.000210097	14.3186	-0.0522142	17.2048	50.8446	191.289	35.1907	40.3377	70.0706	139.364	150.778	55.4714	165.145	162.841	56.0401
0.6694	1	1.07885	0.938719	0.00673043	0.0888879	0.000542707	11.664	-0.0590194	15.7006	45.2837	140.548	108.278	118.08	96.1901	241.244	236.377	87.233	182.494	177.789	60.4674
0.463222	0	1.03003	0.970703	0	0.0473114	0.000145325	15.3792	-0.0504298	17.3532	52.5431	207.814	29.8823	30.4588	31.6542	162.177	167.905	51.1003	295.249	285.423	91.2753
0.812526	1	1.09186	0.951923	0.000846029	0.0744906	0.000155706	11.1591	-0.0540827	19.1433	48.7337	164.269	15.9688	13.3258	16.7899	189.927	189.169	51.1444	191.775	194.856	58.3378
0.683103	2	1.12188	0.937313	0.0200106	0.108523	0.000433328	19.6701	-0.0332571	26.9334	78.7921	392.603	63.3316	60.2909	50.0883	206.672	213.516	71.2947	179.737	178.835	56.9464
0.728998	1	1.09921	0.942804	0.00637593	0.0911995	0.000500153	13.7972	-0.0470626	20.1562	56.4803	213.81	35.8452	39.1977	20.0377	197.073	213.417	76.9741	228.466	223.38	69.2694
0.868835	2	1.15479	0.957606	0.00105062	0.0881399	0.000205298	10.1528	-0.0526213	20.5065	50.2489	160.405	22.8539	21	23.6546	225.333	250.477	111.677	194.413	211.852	88.9659
0.686988	0	1.06443	0.976589	0	0.0688314	0.000253829	10.6983	-0.0643732	14.7223	41.15	121.96	18.7159	20.387	16.7159	112.812	124.599	40.0431	219.01	227.219	74.6328
0.636977	1	1.0805	0.957778	0.00413811	0.0788453	0.000389292	13.4171	-0.0524591	17.4048	51.0344	179.635	15.3098	16.9026	8.49321	90.4231	91.0093	20.6371	174.512	184.093	52.6011
0.555823	0	1.02426	0.976619	0	0.0431203	0.00011007	15.5254	-0.0484724	18.676	54.4198	225.98	74.3456	85.0037	45.4243	112.46	118.58	24.558	179.265	169.083	44.6727
0.782793	1	1.07921	0.964115	0.00127392	0.0662913	0.000173423	11.5893	-0.0544949	18.6239	48.538	165.313	16.6693	19.4045	21.8119	203.87	225.087	89.2416	197.087	214.586	71.6895
0.453921	0	1.01257	0.981527	0	0.0274032	5.06629e-05	19.4553	-0.0401225	21.8343	65.615	334.942	30.2252	33.4655	30.0095	162.757	189.634	62.5038	194.068	193.105	51.5113
0.665431	1	1.04708	0.958084	5.44572e-06	0.0504479	0.000116894	13.8596	-0.0506402	18.5671	52.4533	201.639	10.9329	11.5667	7.68968	116.381	116.169	41.0868	113.427	116.448	34.4261
0.141818	1	1.03802	0.959821	0.000477338	0.0637889	0.000287668	15.1487	-0.0535966	15.3034	49.4655	181.198	70.5575	73.5326	23.4723	103.638	103.895	24.6044	193.824	195.76	61.5236
0.638284	0	1.05084	0.976744	0	0.0564366	0.000210457	14.4212	-0.0494125	18.7336	53.8319	211.565	17.1438	22.4345	29.84	147.011	156.335	39.0279	167.203	171.137	46.4836
0.514888	0	1.01738	0.967901	0	0.0295999	5.17217e-05	13.4037	-0.0571572	15.6356	46.2043	164.646	21.1627	23.1658	15.1568	118.679	130.355	45.6375	206.353	200.793	86.2924
0.467894	0	1.02164	0.981002	0	0.0402766	9.67513e-05	16.3764	-0.0474514	18.5299	55.6837	237.101	14.4292	14.3944	13.1755	123.163	129.519	28.9601	239.863	240.546	71.3127
0.617064	1	1.04882	0.959292	0.000390517	0.0570249	0.000194619	15.1461	-0.0475881	19.2475	55.7872	226.855	16.4279	18.4686	24.401	134.782	143.546	43.7115	175.895	182.873	58.2836
0.709197	0	1.04825	0.959906	0	0.051785	8.76793e-05	12.4083	-0.0550518	17.6002	48.0921	170.451	34.3527	33.9459	44.6925	222.786	242.278	79.6125	288.207	297.351	79.324
0.713585	0	1.04867	0.972637	0	0.0511973	9.90438e-05	12.1113	-0.0564798	17.2878	46.9652	162.103	14.3208	16.2788	10.1186	101.806	100.565	11.6652	239.887	238.297	65.7555
0.695902	1	1.05208	0.96044	0.00120634	0.0633249	0.000186925	12.9921	-0.0527457	18.0914	50.093	182.953	8.50343	8.48284	3.63568	77.8474	78.9153	20.9939	180.43	177.929	48.3921
0.69001	0	1.0501	0.964286	0	0.052996	0.000126013	12.1212	-0.0570812	16.7466	46.4553	158.501	8.93479	8.48942	7.65442	55.5751	57.3889	15.3182	92.4318	93.0423	28.9374
0.775337	1	1.08987	0.959227	0.00101799	0.0802705	0.000211109	12.4103	-0.0506573	19.6507	52.0522	187.175	70.5285	67.9575	29.8065	189.58	217.691	90.8214	224.765	220.758	60.8596
0.628406	0	1.02488	0.983903	0	0.0348496	5.63316e-05	14.2439	-0.0507598	18.3111	51.9858	206.248	8.42663	8.98569	3.79465	86.7484	85.7935	15.0881	206.621	206.626	61.7026
0.608952	1	1.04475	0.970874	0.000114882	0.0591181	0.000190155	13.0606	-0.0556401	16.4656	47.6013	166.897	23.219	26.625	13.9008	108.673	108.915	18.133	235.977	234.942	57.1548
0.456588	0	1.04192	0.96701	0	0.0469828	0.000183798	14.964	-0.0517876	16.8196	51.6215	196.55	17.8449	16.6162	16.5434	126.517	129.147	33.3365	176.447	182.373	52.2102
0.677512	1	1.04305	0.964052	0.000618329	0.0536213	0.000123769	15.2506	-0.0456821	20.7347	57.8161	247.112	16.6915	18.7678	14.0962	163.679	189.992	79.0493	140.134	145.5	38.2307
0.645828	0	1.04151	0.977629	0	0.0556429	0.000100518	13.4236	-0.0529283	17.5821	49.739	184.061	15.9795	15.6224	6.26676	150.837	176.577	65.4631	154.853	162.252	49.8226
0.696828	2	1.05883	0.953092	0.00328054	0.0698208	0.000243529	13.1416	-0.0519345	18.3224	50.9508	185.779	7.96101	7.93512	8.29759	39.2125	43.4787	16.0036	99.8412	105.908	38.2004
0.577958	1	1.04364	0.959459	0.000569592	0.0594369	0.000191564	13.7111	-0.0538355	16.8014	49.1816	178.263	13.6153	15.6502	10.6968	207.79	225.563	81.292	196.517	195.73	80.454
0.754152	0	1.07864	0.955959	0	0.0605707	0.000181137	11.3948	-0.0571409	17.3516	47.0018	155.737	16.6789	16.8943	5.6001	242.135	254.883	89.5503	391.136	365.442	100.108
0.502622	3	1.07422	0.944892	0.0070494	0.089595	0.000398111	18.1706	-0.0411737	21.0184	64.7956	293.103	30.1133	31.1593	20.5224	168.463	168.808	39.1618	232.388	234.989	70.995
0.790476	1	1.09434	0.956916	0.000778337	0.0748267	0.000203439	11.8183	-0.052224	19.2954	50.7817	177.504	21.0471	23.9668	17.7423	294.97	306.706	82.3583	262.808	259.974	73.7366
0.635079	0	1.06	0.974441	0	0.0584929	0.000247094	11.2524	-0.0633597	14.5672	42.4478	129.061	122.635	120.918	48.9841	228.233	259.587	93.3075	194.395	193.961	30.6552
0.842667	0	1.11663	0.965714	0	0.0749847	0.000126326	12.0954	-0.0470068	22.4639	56.0101	212.284	96.8147	98.9467	51.0402	193.84	202.913	57.2905	324.718	306.834	98.3565
0.468122	0	1.01762	0.967742	0	0.0349554	8.38528e-05	16.4067	-0.0474278	18.5666	55.614	238.131	15.7196	17.6333	7.37882	346.584	341.867	99.9335	188.474	184.644	46.4983
0.755326	1	1.06863	0.96162	0.00113363	0.0660656	0.000149572	12.6078	-0.0511898	19.2383	51.7245	190.154	61.6313	58.6408	61.0005	204.63	241.042	88.9978	297.45	301.984	82.7755
0.67221	1	1.05042	0.96291	0.00176466	0.0598756	0.000183591	16.3604	-0.0424311	22.0979	62.4435	284.011	16.0108	16.4711	6.15336	327.406	323.089	105.407	180.057	172.261	44.4727
0.738301	1	1.08296	0.950893	7.51533e-05	0.0693968	0.000216254	12.4752	-0.0524986	18.4963	50.6987	178.888	112.27	114.777	42.1964	268.387	312.554	130.815	294.354	292.556	76.9051
0.445876	0	1.03047	0.975771	0	0.0507556	0.000131161	14.6349	-0.0533188	16.3501	49.561	185.122	45.7068	44.4876	34.0517	367.902	358.806	146.51	282.369	285.104	82.6073
0.749662	0	1.06749	0.97032	0	0.0601403	0.00012882	12.2921	-0.0532084	18.5731	49.8455	178.287	20.9143	20.4753	23.127	184.26	209.873	73.6236	243.482	254.569	75.7048
0.788148	2	1.20129	0.87212	0.0315778	0.138084	0.00067489	16.5351	-0.0345028	26.8651	76.8793	315.26	28.8658	26.2919	24.267	194.089	204.705	63.6413	282.619	286.631	97.9124
0.72111	1	1.05015	0.957895	1.17537e-05	0.0568166	0.000140692	11.6221	-0.0581884	16.7751	45.4012	151.269	20.0196	19.4808	9.69918	157.498	168.956	41.02	229.473	235.898	69.8742
0.666996	1	1.05351	0.958106	0.000466119	0.0633076	0.000173603	14.5275	-0.0481405	19.4984	55.047	220.03	72.5718	69.8935	24.6622	254.77	283.411	93.6972	260.551	277.861	98.9439
0.771099	1	1.08808	0.954233	0.00111363	0.0725516	0.000214851	11.9715	-0.0528762	18.802	50.2356	174.696	29.5902	33.6307	37.0247	186.826	192.909	50.0654	305.146	303.247	101.349
0.594235	0	1.02944	0.95986	0	0.0403003	8.36875e-05	15.3896	-0.0475928	19.1343	55.5157	232.853	151.273	150.475	55.5518	238.652	246.045	62.7055	342.823	312.498	94.3699
0.773096	1	1.08547	0.952381	0.000983529	0.0707065	0.000166001	11.393	-0.0554193	17.9618	48.0407	159.861	28.3873	28.0079	35.2051	180.671	185.361	40.3881	303.964	300.497	79.0143
0.524989	0	1.02384	0.981395	0	0.038327	9.10816e-05	13.8655	-0.0550516	16.2911	48.0084	176.066	16.0033	16.0024	6.74563	140.634	155.493	47.5422	272.014	284.118	104.962
0.516814	2	1.05432	0.96944	0.00137154	0.0688131	0.000201539	16.3178	-0.0461843	19.0607	57.5227	238.266	249.018	235.193	77.6624	239.398	251.107	67.7409	254.517	244.415	71.0321
0.73529	0	1.06887	0.969543	0	0.0611494	0.00014366	11.7868	-0.0564582	17.3911	46.9451	158.021	14.7041	14.7408	6.02605	155.215	159.11	48.0215	304.37	296.987	100.012
0.735302	1	1.07207	0.964557	0.00161385	0.0643039	0.000148372	11.7946	-0.0563769	17.4028	47.4464	159.102	18.2308	17.9948	5.78246	205.728	243.966	95.9372	296.949	290.052	91.9644
0.777826	2	1.10649	0.956341	0.00529081	0.0857347	0.000244676	12.6103	-0.0493147	20.0648	53.6698	192.883	14.6146	14.3804	8.30235	169.197	171.391	39.4071	184.168	181.754	62.8863
0.623141	1	1.03728	0.969754	4.93319e-05	0.049003	9.27289e-05	14.6882	-0.0493672	18.7803	53.5756	214.29	91.1253	95.0292	41.1831	335.074	358.197	120.474	262.67	243.776	57.1295
0.464219	1	1.02682	0.974865	6.83412e-05	0.0477182	7.72329e-05	16.1103	-0.0481641	18.1889	54.677	226.741	138.142	130.436	52.5856	217.659	213.978	47.2653	255.167	246.035	74.9076
0.624385	0	1.04944	0.945652	0	0.0496035	0.000131616	10.4712	-0.0696504	13.4055	38.4833	108.336	118.503	116.011	57.0486	248.77	271.172	98.8607	254.802	246.989	54.4685
0.573703	2	1.0675	0.945631	0.00275578	0.0729183	0.00035337	14.6785	-0.0495125	17.921	53.978	205.453	140.261	133.214	63.0734	280.242	301.879	106.022	331.311	312.801	101.056
0.648576	1	1.06338	0.955801	0.00110958	0.0711281	0.000252821	14.6737	-0.0476384	19.2783	55.5623	220.493	93.0006	98.3584	48.7056	224.591	252.162	102.784	283.321	309.78	109.057
0.806222	1	1.10507	0.953092	0.00153878	0.073497	0.000149423	11.9754	-0.0504491	20.2419	52.6522	187.668	85.9608	88.8747	34.736	222.837	258.935	88.8682	244.279	235.141	50.8096
0.622867	0	1.03902	0.975649	0	0.0349904	7.48575e-05	15.8466	-0.0457834	20.2557	58.1612	252.228	120.374	114.935	114.036	193.842	180.692	35.4483	223.465	219.872	70.5419
0.462972	0	1.01407	0.978927	0	0.0324814	5.47936e-05	15.5564	-0.0504274	17.5506	52.1763	211.281	104.894	110.589	44.45	158.797	172.282	44.7541	364.863	350.55	103.54
0.704383	0	1.06998	0.962617	0	0.0721776	0.000241579	10.9048	-0.061773	15.3628	42.8723	131.338	24.1918	28.2427	22.8309	188.78	179.751	54.4614	177.895	178.751	46.0839
0.344345	3	1.07309	0.95825	0.00722975	0.0928728	0.000407138	15.8472	-0.0490607	16.8795	53.9358	201.547	121.77	112.656	51.5719	123.925	134.936	39.6817	306.867	311.309	89.6137
0.616293	1	1.11335	0.920091	0.0128937	0.11427	0.000454217	13.4908	-0.0518461	17.1308	50.9942	169.162	39.5754	45.0323	26.9687	173.035	190.268	66.4189	209.144	214.486	60.0655
