"Eccentricity"	"Invaginations"	"Circularity"	"Solidity"	"MNC"	"STD_Curvature"	"Tortuosity"	"Minor_Axis_Length"	"Mean_Curvature"	"Major_Axis_Length"	"Perimeter"	"Area"	"BPintensity.gamma"	"meanIntensity.gamma"	"stdIntensity.gamma"	"BPintensity.progerin"	"meanIntensity.progerin"	"stdIntensity.progerin"	"BPintensity.lamin"	"meanIntensity.lamin"	"stdIntensity.lamin"
0.91505	2	1.30161	0.881898	0.0245064	0.116633	0.000312183	13.7151	-0.0319124	34.0038	81.8893	336.272	17.2597	17.8798	18.5639	38.6063	39.0626	21.6931	261.402	257.524	76.3246
0.688673	0	1.03075	0.975207	0	0.0430656	3.94612e-05	11.6997	-0.0595887	16.136	44.1214	147.938	12.2795	16.3107	15.0886	9.4873	9.38136	2.56999	327.735	328.718	106.453
0.488515	0	1.01321	0.980061	0	0.0269981	2.60273e-05	17.2495	-0.0448105	19.7689	58.7613	268.511	13.7204	14.1221	8.48514	7.07314	6.61972	2.18379	238.689	232.189	73.3132
0.444581	0	1.01028	0.9819	0	0.0242541	3.24982e-05	10.1957	-0.0765184	11.3824	34.4019	92.5318	32.3037	30.1152	39.1553	47.5835	45.47	7.68899	198.272	192.866	72.5375
0.504968	0	1.01295	0.97878	0	0.028417	3.89596e-05	13.041	-0.0590358	15.1089	44.5521	154.543	15.4972	22.103	34.1763	32.2566	32.4417	7.39473	350.922	341.095	106.58
0.597765	0	1.01859	0.980226	0	0.0343678	3.41788e-05	12.1887	-0.0605085	15.2041	43.4498	145.88	8.92419	9.00865	4.27554	19.8215	19.804	3.98867	326.874	322.934	113.722
0.470516	0	1.00679	0.973684	0	0.0178172	1.60194e-05	12.5185	-0.0622081	14.187	42.2585	140.463	18.7644	19.1502	8.42731	20.9695	21.5225	5.62992	326.106	333.529	114.165
0.783351	0	1.06643	0.963526	0	0.0673613	0.000123382	10.2944	-0.0610732	16.5616	43.0352	133.406	16.0507	15.0694	10.3347	29.8325	29.8265	5.66229	327.404	313.905	89.1732
0.761228	0	1.05538	0.976987	0	0.0528901	5.17628e-05	12.7182	-0.0510114	19.6123	51.5427	194.917	6.06059	6.25482	2.35784	23.0499	23.3854	6.06521	293.589	294.084	99.6423
0.643989	0	1.035	0.976019	0	0.0504186	0.000131149	12.9183	-0.0549134	16.8859	47.9785	173.175	7.28016	7.43735	3.71992	47.1978	46.0025	7.33455	199.577	190.025	62.9771
0.696869	0	1.03371	0.971554	0	0.0439613	3.44488e-05	13.0422	-0.0530197	18.1849	49.5121	185.363	10.4823	16.3086	23.4817	10.3462	9.97748	2.28143	433.802	416.984	118.195
0.510131	0	1.01883	0.97561	0	0.0414619	5.74693e-05	13.5974	-0.0563797	15.8091	46.5759	167.24	6.83937	7.0425	3.8396	21.1348	20.9775	4.3972	311.533	308.41	98.3027
0.616465	0	1.01825	0.985437	0	0.0315756	2.58058e-05	13.0516	-0.0560771	16.5759	46.8589	169.9	6.966	7.36946	3.78385	13.9278	13.7069	3.05186	229.15	243.69	89.3923
0.694848	0	1.05864	0.957447	0	0.0716871	0.00022335	11.8604	-0.0574031	16.4922	46.003	153.019	20.3315	20.2944	7.26973	30.8056	28.6778	9.0407	322.952	295.503	111.049
0.6909	1	1.0446	0.954625	0.00452343	0.0607779	0.000134859	14.5929	-0.0471166	20.1852	55.7233	228.547	14.5341	17.7093	20.6301	15.41	15.1298	3.69481	220.986	210.616	53.1178
0.654437	1	1.03575	0.968379	0.000120141	0.054387	0.000125329	14.0936	-0.0499534	18.6395	52.6275	207.529	7.42384	8.36122	4.08725	24.5979	23.1694	3.78214	241.369	242.1	81.1127
0.705716	0	1.04294	0.982721	0	0.0531869	6.46332e-05	13.1739	-0.0518713	18.5942	50.6579	191.101	7.33995	7.94286	3.86174	51.2579	49.6857	6.84505	267.099	267.156	91.9795
0.298124	0	1.00979	0.975543	0	0.026544	4.50851e-05	13.5352	-0.0600684	14.18	43.828	150.132	8.79952	11.1978	12.9797	128.162	140.73	45.9326	116.046	119.638	34.2606
0.712851	0	1.03763	0.978022	0	0.0462411	5.71963e-05	12.9011	-0.0527539	18.3955	49.8227	186.38	11.0868	11.5798	3.92165	21.2502	20.6517	3.35478	219.105	225.863	76.6343
0.710131	0	1.04724	0.973621	0	0.0556237	9.17807e-05	12.3949	-0.0553965	17.6046	47.6515	167.609	6.07689	6.20936	2.98854	19.9273	16.9064	4.22527	274.195	273.768	87.8782
0.634856	0	1.029	0.983871	0	0.0439457	6.25247e-05	13.2862	-0.054134	17.1961	48.6076	179.442	13.623	19.3138	19.6652	36.3098	34.4614	4.10145	319.806	310.911	104.072
0.84542	1	1.12247	0.955508	0.000642308	0.0723894	0.000109587	11.3673	-0.0498712	21.2831	53.3133	188.42	6.21584	5.94013	2.78304	120.333	128.738	34.8801	176.875	169.2	60.705
0.788977	2	1.1484	0.903371	0.0273593	0.123636	0.000569025	16.6254	-0.0350065	27.0586	75.0863	336.248	78.5375	77.5174	45.9824	31.6512	30.347	16.4573	209.014	202.046	66.0894
0.726168	0	1.03875	0.976744	0	0.0441567	4.94622e-05	13.0098	-0.0519438	18.9229	50.7005	192.592	5.86683	6.28139	2.85416	20.7052	17.9978	3.08766	295.838	311.398	108.144
0.746366	1	1.05948	0.969199	0.000124915	0.0594701	7.73563e-05	12.9935	-0.0501473	19.5233	52.3678	199.232	22.5604	28.8665	29.9382	107.242	112.331	28.0749	149.417	151.75	49.3532
0.771559	0	1.0533	0.9819	0	0.0526129	5.04046e-05	12.1337	-0.0529748	19.0735	49.6032	181	11.2008	16.4355	33.9092	26.0111	25.2166	4.27778	289.259	285.82	103.026
0.626912	0	1.02544	0.973422	0	0.0427461	6.85187e-05	11.0494	-0.0654289	14.1824	40.2341	123.755	17.6199	16.1126	10.5027	13.3917	13.0751	2.45113	305.914	286.986	97.7782
0.733091	0	1.04102	0.966746	0	0.0476338	4.05518e-05	12.152	-0.0548712	17.8672	47.9044	171.768	6.98899	6.98034	2.66238	19.1215	18.7568	4.1371	342.151	334.813	98.7461
0.812116	0	1.07653	0.975275	0	0.0685446	9.54206e-05	10.5528	-0.0570551	18.0855	46.0353	150.667	6.16161	6.50704	3.48473	18.6763	17.6535	4.12735	250.574	253.293	91.1008
0.716151	0	1.04447	0.982732	0	0.0477921	5.4242e-05	15.2823	-0.0441022	21.8961	59.5488	263.747	12.3365	13.9345	19.56	14.6055	15.1038	3.80909	270.628	267.839	71.8012
0.689879	0	1.0494	0.957597	0	0.0463928	8.57921e-05	10.2419	-0.0677776	14.1477	39.3881	114.161	9.98818	11.6937	6.54997	48.8144	49.4539	9.13179	233.364	226.9	77.9055
0.38703	0	1.0142	0.984158	0	0.0218466	3.68952e-05	15.626	-0.0508188	16.9467	52.0062	209.577	14.4919	15.5835	7.89865	17.0415	16.839	2.86776	292.215	289.37	93.3608
0.679328	0	1.03163	0.977221	0	0.0427995	4.35966e-05	12.9651	-0.0542374	17.6676	48.4755	178.071	12.2535	11.3287	21.2622	10.8752	10.5221	2.8869	318.001	303.974	95.6808
0.624723	0	1.04818	0.95122	0	0.0527862	0.000164102	10.7023	-0.0677233	13.706	39.2632	112.842	15.835	15.4322	11.9649	47.4985	45.3443	6.73873	213.138	217.168	66.8552
0.899865	1	1.21219	0.942623	0.00027097	0.111773	0.000290011	7.38274	-0.066302	16.9264	40.1059	96.0695	34.6253	34.9	17.7807	1.38798	1.46957	1.25953	84.4188	82.3348	34.4706
0.716595	1	1.04252	0.970944	3.80717e-06	0.0549739	8.96262e-05	12.2453	-0.055473	17.5562	47.4225	167.271	16.6269	13.6384	28.8505	36.1351	35.015	4.51993	274.236	268.404	72.3416
0.669052	0	1.03427	0.9683	0	0.0487891	7.91916e-05	11.5695	-0.0610421	15.5668	43.1119	140.188	10.6282	10.9613	5.65646	30.72	29.6756	4.57822	308.854	290.11	100.923
0.714377	0	1.03596	0.973995	0	0.0456435	4.29331e-05	12.4036	-0.0548609	17.7255	47.9012	172.977	7.94687	8.01699	3.26035	36.78	36.0485	6.51613	244.682	241.007	87.4522
0.789989	1	1.09786	0.946535	0.00576016	0.0800866	0.000195669	12.6647	-0.0487279	20.6562	54.2956	200.797	11.9791	14.8933	22.4303	135.04	126.651	38.2357	204.794	192.462	63.7833
0.751952	0	1.05182	0.968254	0	0.053074	6.03804e-05	12.2644	-0.0531638	18.6045	49.4523	180.067	13.1585	12.0023	14.3453	30.1298	29.0328	3.50169	262.269	251.806	75.5518
0.795893	0	1.07251	0.966967	0	0.0677622	0.000116139	10.2191	-0.060208	16.879	43.7676	136.602	14.7924	13.5652	8.37425	36.8318	36.3571	7.54755	313.28	306.73	85.3963
0.76016	1	1.05671	0.972362	0.000210058	0.0612209	9.07082e-05	11.6136	-0.0552118	17.8743	47.5682	164.862	28.63	32.1292	18.9448	23.0859	21.9948	3.25353	275.03	271.682	77.0286
0.647322	0	1.02195	0.973761	0	0.0369921	3.64192e-05	11.6561	-0.0613034	15.2924	42.8892	141.463	13.5632	14.3952	17.4753	26.8148	26.8623	6.03783	306.825	290.356	86.5378
0.655864	0	1.02722	0.970443	0	0.0390995	4.70325e-05	12.594	-0.0563902	16.6835	46.67	166.098	22.2032	27.967	25.3724	6.25008	5.90102	2.25879	374.632	365.802	111.501
0.694449	2	1.06842	0.952191	0.000873626	0.0760168	0.000243568	13.674	-0.0498686	19.0038	52.9584	199.267	21.455	23.3619	10.943	8.0112	6.37238	2.26435	256.202	242.843	82.7722
0.744586	1	1.0713	0.952247	0.00180671	0.075553	0.000207772	11.0728	-0.0590879	16.5879	44.6629	140.931	7.94835	8.19469	5.26211	71.7697	76.5811	22.626	140.865	137.941	37.9134
0.781119	2	1.29977	0.880922	0.0399381	0.163394	0.00129315	16.1613	-0.0336403	25.8838	77.8362	291.987	43.5743	46.9564	29.537	38.6826	29.0828	23.3514	335.412	348.84	123.368
0.425482	0	1.00707	0.980132	0	0.0187931	1.4736e-05	14.6341	-0.0539778	16.1709	48.6834	186.38	11.9993	13.1802	6.10805	16.0567	15.7928	2.82161	243.435	236.023	72.4616
0.580534	1	1.04508	0.96563	3.59011e-05	0.0583427	0.000127847	16.1098	-0.0456065	19.7852	58.0833	248.135	28.7395	25.4102	59.8868	6.06359	6.12881	2.29719	395.611	400.471	130.46
0.817735	3	1.17825	0.88685	0.0264312	0.120305	0.000383761	17.0112	-0.0327557	29.5541	79.7046	363.275	91.3636	94.7034	77.0218	12.1889	12.4034	3.92674	262.265	266.577	114.071
0.701365	0	1.03274	0.971989	0	0.0458189	5.13491e-05	11.4897	-0.0600551	16.1191	43.7857	145.15	33.9763	32.9107	14.1385	16.966	17.2651	3.65318	289.47	273.879	88.5302
0.695054	0	1.03172	0.985577	0	0.0433043	4.30101e-05	12.5369	-0.0549268	17.4376	47.8432	173.439	6.22724	6.38537	2.67612	19.5544	18.5024	2.68679	269.768	278.5	100.55
0.690531	0	1.0358	0.983471	0	0.0460865	7.04871e-05	13.5598	-0.0510864	18.7471	51.5775	200.062	9.28434	13.1282	20.924	88.7326	87.0903	12.7226	241.914	229.538	55.9412
0.570935	0	1.01728	0.979849	0	0.0369256	5.59703e-05	13.0609	-0.0571497	15.9086	45.9735	163.378	10.9536	11.3959	14.0745	7.81142	7.73779	2.5176	413.32	404.887	121.816
0.671906	0	1.02769	0.979545	0	0.0403455	3.28628e-05	13.0532	-0.0538759	17.6243	48.7541	181.33	17.0373	24.4084	26.5559	17.6321	17.4942	3.42689	362.982	352.476	107.888
0.474175	0	1.01224	0.985944	0	0.0240753	2.48511e-05	15.1873	-0.0510517	17.2499	51.5976	207.432	10.484	10.9735	9.79469	15.6861	14.7699	2.52619	329.417	330.988	106.055
0.345424	0	1.02184	0.974843	0	0.0444881	0.000103753	12.5316	-0.0641266	13.3535	41.1367	129.594	8.93867	9.72903	8.81475	22.6755	22.2194	3.04076	221.463	229.713	77.3973
0.625389	0	1.03525	0.984127	0	0.0455921	0.000102217	14.3775	-0.0500861	18.4252	52.8046	208.864	13.0332	17.4556	16.9756	50.7696	49.7722	8.20831	271.313	254.782	68.6458
0.413525	1	1.02938	0.972222	0.000145928	0.0505753	0.000157808	15.4851	-0.0506081	17.0074	52.26	206.156	4.52486	4.77347	2.75141	6.05785	5.86735	2.14427	388.425	369.422	120.289
0.695722	1	1.03983	0.963303	0.000247271	0.054714	9.66667e-05	12.7197	-0.054392	17.7077	48.3653	174.504	9.8501	10.2571	4.47806	28.9863	28.5595	5.41136	342.136	333.402	98.851
0.493142	1	1.04369	0.967033	0.000158628	0.0505996	0.000176096	14.3423	-0.0534054	16.4863	50.037	184.962	8.52017	9.39091	3.9682	14.6138	13.8136	3.66499	312.327	301.373	86.5326
0.620918	0	1.02127	0.981308	0	0.035169	2.90536e-05	13.2512	-0.0549641	16.9048	47.7862	175.856	6.2811	6.25952	2.29699	23.822	24.8667	6.81227	234.027	218.143	87.6588
0.724214	0	1.04327	0.970115	0	0.0504382	5.36133e-05	12.4709	-0.0539697	18.0849	48.7446	176.916	7.29125	7.5	3.1083	11.8937	11.1967	2.91066	307.051	306.308	109.718
0.555598	0	1.01521	0.984456	0	0.0337096	3.89987e-05	12.9852	-0.0579278	15.6175	45.352	159.635	11.2262	15.2895	17.701	17.2499	16.6447	2.79796	256.102	262.037	78.2682
0.630739	0	1.02005	0.983299	0	0.0327245	3.21479e-05	13.9644	-0.0518929	17.9955	50.6782	197.987	8.09357	10.8323	9.09615	20.3257	19.6518	3.80115	244.422	239.645	73.1701
0.656264	0	1.02438	0.97551	0	0.0360819	2.55696e-05	13.8709	-0.0514371	18.3835	51.0576	199.841	140.849	162.169	68.8235	14.4103	13.6674	2.64778	364.464	340.918	105.536
0.500454	0	1.01274	0.977157	0	0.0287613	3.64486e-05	13.3464	-0.0574625	15.4158	45.7819	163.249	38.1033	34.3429	29.0722	9.10038	9.00519	2.41415	363.293	346.777	120.043
0.515245	0	1.01235	0.971591	0	0.0308833	3.66086e-05	12.5221	-0.0608455	14.6108	43.1851	145.418	9.49157	10.193	4.69518	26.7386	26.8655	5.03239	376.397	359.456	103.531
0.676519	0	1.03128	0.971429	0	0.0418363	4.58523e-05	12.1185	-0.0580807	16.4558	45.342	155.947	14.6812	13.6738	19.1826	25.4865	24.6337	4.1946	355.783	353.184	100.546
0.689558	1	1.0713	0.964467	0.00237995	0.0783623	0.000231818	12.2707	-0.0558218	16.9431	47.2461	158.097	11.3748	12.0868	5.06062	7.2425	7.70789	2.40194	306.293	300.934	104.259
0.691887	0	1.03441	0.98913	0	0.0434483	4.3454e-05	11.8384	-0.0584485	16.3966	45.0694	153.389	13.5653	13.9313	19.7319	44.4222	43.7967	7.03532	425.521	402.429	117.246
0.581742	0	1.01409	0.969407	0	0.026883	1.78685e-05	14.8256	-0.0503147	18.2273	52.2267	212.249	39.113	42.2978	39.2946	11.9653	11.5148	2.91671	656.118	635.951	181.655
0.797419	1	1.07485	0.965879	0.000330049	0.0693894	9.43682e-05	10.9317	-0.0563662	18.1161	46.5711	154.458	17.3088	16.8995	17.6519	20.1925	19.0435	4.31186	385.529	362.242	115.861
0.523701	0	1.01303	0.977316	0	0.0321004	4.48112e-05	15.3331	-0.0497332	17.9987	52.8167	217.004	56.8064	62.323	32.258	44.1733	42.7427	7.74356	414.283	403.803	117.81
0.791935	0	1.0743	0.963255	0	0.0667201	9.66232e-05	10.9653	-0.056736	17.9581	46.2791	152.975	11.829	11.0926	16.141	23.8197	23.4823	4.2024	286.399	275.39	80.2129
0.658828	0	1.02233	0.99022	0	0.0367888	3.49369e-05	12.7535	-0.05531	16.9528	47.493	173.335	13.6739	15.0963	6.86778	21.5735	20.6938	4.18627	450.695	418.504	112.352
0.573757	0	1.01636	0.98063	0	0.0321449	5.32707e-05	13.3047	-0.0560099	16.2446	46.9791	171.005	8.00578	9.23704	5.73016	12.6995	13.0222	3.20844	571.668	559.657	153.947
0.771381	0	1.05724	0.965217	0	0.0589345	6.59639e-05	10.6397	-0.060142	16.7192	43.7471	140.071	14.0547	14.1381	5.1856	37.932	36.8649	6.5208	391.204	372.907	106.373
0.585142	0	1.01729	0.980874	0	0.0317468	4.82502e-05	12.4706	-0.0595148	15.3781	44.2395	151.364	16.7316	17.5153	12.785	33.7453	33.7577	8.77368	444.611	445.318	139.982
0.912584	2	1.28583	0.883311	0.0275008	0.129079	0.000554407	12.2843	-0.0359894	30.043	73.0952	272.563	15.8771	20.1767	33.5716	15.4755	15.5177	3.97154	419.266	415.634	139.575
0.618997	0	1.0237	0.975096	0	0.0385518	4.1476e-05	14.6329	-0.0498522	18.6313	52.7344	213.153	64.2569	70.5069	40.8681	43.441	41.6778	7.63271	460.204	435.754	145.033
0.573874	0	1.02506	0.983165	0	0.0443482	7.9351e-05	11.3265	-0.0654752	13.8307	40.2309	123.6	21.1115	19.661	18.9733	100.672	100.164	35.3932	291.955	291.284	90.8054
0.403213	0	1.00505	0.975871	0	0.0151843	1.06799e-05	13.3278	-0.0600053	14.5642	43.7696	151.155	15.5781	14.3214	14.5023	62.115	64.6126	15.7	304.419	308.379	97.8201
0.640878	0	1.02458	0.976087	0	0.0398687	6.4714e-05	13.5607	-0.0530067	17.6653	49.6317	188.496	14.2964	18.6793	17.2189	24.0237	24.294	5.82237	568.915	544.942	146.817
0.714689	0	1.03537	0.980435	0	0.0433975	3.56641e-05	12.9713	-0.0523778	18.5452	50.203	190.082	8.52557	10.5233	8.00784	14.2842	13.8248	3.42253	436.902	439.625	126.467
0.571809	0	1.0213	0.98062	0	0.0390345	4.2925e-05	14.9189	-0.050248	18.1853	52.38	210.705	41.6465	50.6206	42.8342	25.2044	24.1522	3.6455	243.471	244.682	71.5019
0.547546	0	1.01565	0.974504	0	0.0320618	4.74814e-05	12.3998	-0.0610583	14.8186	43.08	143.861	13.3936	13.6483	5.35406	55.8157	55.4942	9.51537	323.923	315.076	101.58
0.530445	0	1.01344	0.985801	0	0.0285042	2.70171e-05	14.824	-0.0513568	17.4869	51.1383	203.601	8.99384	10.3066	5.50189	8.63461	8.65638	2.19071	386.583	377.315	109.127
0.462384	0	1.01294	0.982906	0	0.0310779	4.1999e-05	12.8073	-0.0605463	14.4441	43.4382	146.89	12.1399	13.0203	5.40049	27.9712	27.087	5.48714	379.085	368.719	117.754
0.662765	0	1.02753	0.97654	0	0.0425427	5.19823e-05	11.5312	-0.0611542	15.3991	42.952	140.79	7.80992	7.77778	3.7847	24.3519	26.0961	6.77765	343.296	335.913	106.627
0.71221	0	1.03393	0.975771	0	0.0434175	3.22875e-05	12.8773	-0.0530546	18.3447	49.4775	185.1	13.5171	19.0203	30.5346	8.89029	8.74718	2.04568	574.928	551.589	170.2
0.613255	0	1.01975	0.976936	0	0.0323109	2.19126e-05	15.8084	-0.0463283	20.0135	56.723	248.185	38.5508	42.8971	20.5216	11.695	11.5413	2.85081	412.435	411.113	134.583
0.630803	4	1.10917	0.932091	0.0131447	0.1018	0.000361961	17.4608	-0.0394972	22.5026	66.7325	292.78	12.3318	11.38	15.499	21.7336	22.53	7.05754	368.251	387.399	129.168
0.561837	0	1.01477	0.975048	0	0.0268048	2.6007e-05	14.9641	-0.0501752	18.089	52.3974	213.246	12.6891	16.0256	20.8609	10.4898	10.3602	2.59611	509.353	502.732	153.457
0.627383	0	1.02274	0.984211	0	0.0362412	4.39903e-05	12.463	-0.0580108	16.0046	45.3374	157.865	19.6983	16.6604	35.2112	16.0401	15.5775	2.87508	370.873	372.241	134.681
0.698731	2	1.07856	0.95625	0.00261339	0.0806736	0.000324115	13.3237	-0.0502976	18.6246	52.641	193.825	11.3097	13.6449	6.10982	12.5794	11.6187	3.07344	447.277	436.821	111.531
0.771135	0	1.05986	0.967552	0	0.0600645	7.88675e-05	10.5576	-0.0607221	16.5825	43.2955	136.856	26.3835	27.1311	39.1039	20.7109	20.311	4.80388	425.322	407.601	157.794
0.602921	0	1.02023	0.977273	0	0.0373797	4.10188e-05	12.8639	-0.0572422	16.1242	45.9209	162.467	38.4123	32.6331	49.3275	18.1832	17.5659	3.28171	496.024	477.421	161.368
0.654873	0	1.02798	0.9729	0	0.0420034	4.66922e-05	12.0451	-0.0589231	15.9381	44.6509	151.919	9.31242	9.53482	3.82338	17.2943	16.9025	3.70625	617.244	608.351	198.933
0.599406	0	1.03144	0.96633	0	0.0525259	0.000108535	15.7249	-0.0466884	19.6452	56.3729	239.68	5.45027	5.91812	3.17801	21.9697	20.8014	3.97842	379.396	410.103	139.427
0.668232	1	1.03605	0.963768	0.000793591	0.0497735	8.43801e-05	14.5734	-0.0483674	19.5891	54.4016	221.927	29.1822	34.2143	15.8065	26.0065	24.953	5.34846	420.969	422.763	124.359
0.70348	0	1.067	0.950495	0	0.0549688	0.000176862	12.112	-0.0567147	17.042	47.5759	160.945	118.349	132.237	67.6224	28.7496	30.1719	16.368	352.61	366.948	129.302
0.74848	0	1.05007	0.971429	0	0.0572727	7.28118e-05	11.5312	-0.057021	17.3884	46.0869	156.801	16.7548	15.4866	15.9047	44.9068	45.0107	6.72436	354.923	351.92	105.57
0.666995	0	1.02865	0.986517	0	0.0433048	4.91807e-05	13.2327	-0.0529973	17.7605	49.6075	187.313	28.951	28.4897	15.5318	21.9286	22.0159	4.77027	376.135	370.057	122.864
0.675091	0	1.02995	0.985294	0	0.0428672	4.55306e-05	12.587	-0.055664	17.0617	47.2474	169.642	11.3103	11.9055	4.75442	13.0954	12.4179	2.7442	501.342	480.522	148.687
0.699129	0	1.04557	0.973214	0	0.0582986	0.000114406	11.2141	-0.0611373	15.6841	43.0422	137.363	13.6468	12.9266	12.5028	19.6105	19.2813	4.04731	438.649	413.101	135.682
0.763023	0	1.05498	0.970516	0	0.05643	7.76987e-05	11.6769	-0.0555475	18.0654	47.3306	164.45	10.5731	10.7418	3.70405	26.6012	26.8734	6.06305	415.78	425.003	116.101
0.674698	0	1.0287	0.980973	0	0.0405575	4.02444e-05	13.5181	-0.0517942	18.3148	50.7368	195.999	10.6955	10.7371	4.73029	16.2725	16.1918	3.47591	447.964	441.599	128.224
0.598622	0	1.01776	0.974026	0	0.0317034	3.11443e-05	13.8625	-0.053191	17.3058	49.4086	188.899	12.6625	13.5156	6.71076	10.2386	10.1333	3.24432	400.911	397.713	132.117
0.824986	0	1.09806	0.977077	0	0.0744164	0.000127964	10.1598	-0.0578499	17.9771	45.506	143.316	11.3488	14.393	13.49	14.4934	14.1584	4.2216	400.417	379.601	142.356
0.892121	2	1.1885	0.926799	0.0146607	0.0903607	0.000235134	13.6136	-0.0358859	30.1322	72.9822	316.166	14.3821	16.0187	9.18777	16.0178	15.8541	5.3666	313.041	300.475	97.2999
0.561696	0	1.01057	0.985567	0	0.0230195	1.63089e-05	14.5114	-0.0517904	17.5398	50.7244	201.297	46.7959	53.4937	27.191	29.853	29.3452	4.31322	334.619	304.682	94.221
0.758772	1	1.05276	0.97561	3.94648e-05	0.0503354	4.8613e-05	14.4597	-0.0447718	22.1994	58.5769	252.234	59.1106	68.2133	39.2263	32.9042	31.9617	9.142	285.979	286.113	93.2153
0.667989	0	1.02955	0.983122	0	0.0417658	4.97241e-05	13.6008	-0.0517629	18.2765	50.8286	196.193	18.395	15.7124	32.8564	23.4298	22.0751	4.61283	353.971	339.182	109.26
0.681105	0	1.02967	0.970917	0	0.0386176	2.96351e-05	13.0146	-0.0537829	17.7749	48.8677	181.673	9.21036	10.6129	7.86564	16.455	16.8963	3.96589	391.14	397.048	130.108
0.690069	0	1.0377	0.968668	0	0.046958	8.77649e-05	11.977	-0.057833	16.5487	45.5683	155.68	86.5015	76.6739	175.073	11.7641	11.7439	2.95675	511.373	505.93	158.499
0.775056	1	1.06136	0.973333	2.43993e-05	0.0523239	5.25468e-05	14.8898	-0.0427693	23.5639	61.5315	275.043	27.3904	32.242	24.803	13.0578	12.4612	2.6119	321.409	315.21	101.078
0.857852	1	1.14075	0.964509	0.00514997	0.0843204	0.000159493	11.3237	-0.0482006	22.0349	54.7542	193.687	7.32295	7.42857	3.06089	12.1982	12.6602	3.59249	420.353	435.048	163.933
0.535487	0	1.01465	0.976695	0	0.02968	5.47798e-05	14.4089	-0.0526716	17.0611	49.9369	193.514	36.7446	39.8872	18.5735	69.0059	68.0846	12.7974	266.383	262.835	76.5101
0.896423	1	1.20593	0.950249	0.000228607	0.114238	0.000373597	6.79036	-0.0724798	15.3212	36.7221	80.9761	24.4244	23.9791	11.5808	10.1977	11.1728	8.54071	79.8901	76.2513	35.8927
0.575127	0	1.01631	0.977215	0	0.0333485	3.26878e-05	12.9818	-0.057795	15.8689	45.461	160.255	8.21342	9.13731	3.84833	9.36852	9.29793	2.37451	401.553	400.956	125.418
0.875312	0	1.14982	0.966811	0	0.0707059	7.36925e-05	13.1456	-0.0401004	27.1851	65.5325	279.628	33.6147	33.5761	58.7808	12.6205	11.8373	2.95539	283.964	298.207	85.0011
0.532708	0	1.01073	0.982716	0	0.0241327	2.16058e-05	13.3981	-0.0567366	15.8314	46.3232	167.833	18.5081	19.2538	7.06169	7.70888	7.72864	1.77493	332.668	321.362	95.1399
0.737466	0	1.04923	0.965831	0	0.0544637	8.49425e-05	12.3949	-0.0532441	18.3523	49.4395	180.118	13.2225	16.6014	12.7037	67.3791	67.3868	18.323	231.665	224.915	73.9403
0.494301	0	1.01614	0.976303	0	0.0370224	5.76904e-05	13.8536	-0.0559095	15.9367	47.014	171.075	5.41226	5.38107	2.04759	8.52754	8.69417	2.75587	498.55	470.398	143.078
0.587082	0	1.02144	0.957219	0	0.0325982	6.35629e-05	8.81652	-0.0837898	10.8909	31.5271	76.3491	15.2807	15.2626	5.06622	32.2877	31.8492	6.35067	332.629	322.453	94.7878
0.606191	0	1.01704	0.965174	0	0.0316949	2.52514e-05	12.8373	-0.0575543	16.1411	45.6142	161.313	14.091	14.8531	5.72375	8.85628	8.66495	3.09724	422.659	399.327	130.632
0.642947	0	1.02339	0.981221	0	0.0399235	4.91163e-05	13.0749	-0.0550122	17.0711	47.7955	175.071	8.76358	11.0024	13.7427	5.39828	5.06459	1.92127	518.605	505.593	168.289
0.811075	0	1.07582	0.979058	0	0.0651455	7.33261e-05	10.807	-0.055872	18.4753	47.0307	157.799	6.25763	9.20321	16.5025	44.3774	42.9947	7.01129	354.373	351.254	94.4051
0.428273	0	1.0081	0.969231	0	0.0210317	2.54223e-05	9.55899	-0.0818489	10.5782	32.1213	81.0227	15.708	16.0529	8.91194	28.2679	28.5767	4.98089	382.537	368.275	125.146
0.590388	0	1.02045	0.968116	0	0.0396941	6.05489e-05	12.0113	-0.0616351	14.8817	42.6795	140.22	9.30535	9.42515	4.6024	14.3091	14.491	3.72939	356.013	348.389	120.026
0.785699	0	1.06149	0.984305	0	0.0565145	4.88547e-05	12.0366	-0.052187	19.4575	50.3435	184.35	21.632	21.2688	17.2493	18.2	18.164	4.2529	331.536	334.795	115.947
0.634429	0	1.02729	0.972973	0	0.0407022	4.33777e-05	14.9496	-0.0480639	19.3402	54.6486	227.538	11.335	13.5741	19.1013	16.796	16.3759	3.30757	415.212	425.681	132.846
0.531711	0	1.00978	0.980903	0	0.0229597	1.80567e-05	15.9678	-0.0478531	18.8538	54.8733	235.812	61.6925	61.0195	28.7046	7.68914	7.51858	2.3167	390.617	373.427	125.107
0.659722	0	1.02684	0.975884	0	0.036642	2.95311e-05	15.6019	-0.0455616	20.7608	57.6503	253.665	40.8129	45.1499	24.7799	9.09518	8.82537	2.69135	421.813	401.349	147.167
0.488102	0	1.00994	0.98358	0	0.0218537	1.78668e-05	16.7004	-0.0463833	19.1346	56.6817	251.414	77.2945	83.5426	55.289	5.61846	5.24207	1.63567	326.335	323.518	105.763
